country_code,country_name,income_group,region,country_group,bs_bti_q12_1,bs_bti_q15_1,bs_bti_q2_1,bs_bti_q2_3,bs_bti_q3_1,bs_bti_q3_2,bs_bti_q7_2,bs_bti_q8_2,fh_fiw_cl_rating,fh_fiw_pr_rating,ibp_obs_obi,idea_gsod_v_21_05,idea_gsod_v_22_16,oecd_epl_regular,oecd_epl_temporary,oecd_pmr_2018_1_3,oecd_pmr_2018_1_4,oecd_pmr_2018_2_1,oecd_pmr_2018_2_2_1,oecd_pmr_2018_2_2_2,rise_ee_1,rise_ee_2,rise_ee_3,rise_ee_4,rise_ee_4_3,rise_ee_5,rise_ee_6,rise_ee_7,rise_ee_8,rise_ee_9,rise_re_1,rise_re_2,rise_re_3,rise_re_4,rise_re_7,rwb_pfi_index,vdem_core_v2cacamps,vdem_core_v2clacfree,vdem_core_v2clacjstm,vdem_core_v2clacjstw,vdem_core_v2cldiscm,vdem_core_v2cldiscw,vdem_core_v2clrspct,vdem_core_v2cseeorgs,vdem_core_v2csreprss,vdem_core_v2dlengage,vdem_core_v2juaccnt,vdem_core_v2juhcind,vdem_core_v2juncind,vdem_core_v2lgcrrpt,vdem_core_v2lgqugen,vdem_core_v2peapsecon,vdem_core_v2peapsgen,vdem_core_v2peapspol,vdem_core_v2peasjpol,vdem_core_v2peasjsoecon,vdem_core_v2pepwrgen,vdem_core_v2pepwrses,vdem_core_v2pepwrsoc,vdem_core_v2stcritrecadm,vdem_core_v2x_cspart,vdem_core_v2x_execorr,vdem_core_v2x_gender,vdem_core_v2x_pubcorr,vdem_core_v2xcl_prpty,vdem_core_v2xlg_legcon,wb_aspire_adequacy_benefits,wb_aspire_coverage,wb_debt_transp_index,wb_gfdb_oi_01,wb_gtmi_cgsi,wb_gtmi_dcei,wb_gtmi_gtei,wb_gtmi_pfm_mis,wb_gtmi_psdi,wb_lpi_lp_lpi_cust_xq,wb_pefa_pi_2016_05,wb_pefa_pi_2016_07,wb_pefa_pi_2016_08,wb_pefa_pi_2016_10,wb_pefa_pi_2016_11,wb_pefa_pi_2016_12,wb_pefa_pi_2016_13,wb_pefa_pi_2016_14,wb_pefa_pi_2016_15,wb_pefa_pi_2016_16,wb_pefa_pi_2016_17,wb_pefa_pi_2016_18,wb_pefa_pi_2016_19,wb_pefa_pi_2016_20,wb_pefa_pi_2016_21,wb_pefa_pi_2016_22,wb_pefa_pi_2016_23,wb_pefa_pi_2016_24,wb_pefa_pi_2016_25,wb_pefa_pi_2016_26,wb_pefa_pi_2016_27,wb_pefa_pi_2016_28,wb_pefa_pi_2016_29,wb_pefa_pi_2016_30,wb_spi_census_and_survey_index,wb_spi_std_and_methods,wb_wbl_entrepreneurship,wb_wbl_labor,wb_wbl_social,wdi_sepretcaqzs,wdi_seprmenrltczs,wdi_seprmtcaqzs,wdi_sesecenrltczs,wdi_sesectcaqzs,wdi_shstaanvczs,wdi_shstabrtczs,wdi_spregbrthzs,wjp_rol_1,wjp_rol_2,wjp_rol_2_2,wjp_rol_3_1,wjp_rol_3_2,wjp_rol_3_4,wjp_rol_4_3,wjp_rol_4_4,wjp_rol_4_5,wjp_rol_4_6,wjp_rol_4_7,wjp_rol_4_8,wjp_rol_6,wjp_rol_6_2,wjp_rol_6_6,wjp_rol_7_1,wjp_rol_7_5,wjp_rol_7_6,wjp_rol_7_7,wjp_rol_8_1,wjp_rol_8_2,wjp_rol_8_4,wdi_nygdppcapppkd,log_gdp,vars_anticorruption_avg,vars_climate_avg,vars_digital_avg,vars_hrm_avg,vars_leg_avg,vars_mkt_avg,vars_pfm_avg,vars_pol_avg,vars_social_avg,vars_transp_avg
KHM,Cambodia,Lower middle income,East Asia & Pacific,0,0.125,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.03703703703703703,0.1111111111111111,0.2592592592592593,0.6666666666666666,0.3333333333333333,0.01,0.43740507205653273,0.01,0.288659793814433,NA,NA,NA,NA,NA,NA,NA,0.8777777862548828,1,0.625,0.25,0.01,0.21739130521316383,0.2222222137451172,0.01,0.01,0.4166666595708755,0.7,0.29166666030883787,0.18421052631578946,0.01,0.5,0.41850657405110386,0.4332235428898754,0.36037116345467524,0.2743478260869565,0.32695723459489,0.4061735585323238,0.4200207315267288,0.20702672912648115,0.3589348930275512,0.2827681448519257,0.35530315149576075,0.20712661106899166,0.2999413317688472,0.30775610505298723,0.30249699157641396,0.01,0.3986928104575163,0.4602679251027553,0.4326568265682657,0.29424000000000006,0.2530311017395888,0.5100796999531177,0.32792562887349613,0.38383182361989404,0.31537381537381537,0.3233997901364114,0.038894575230296866,0.5603411513859274,0.09504550050556114,0.5064989517819707,0.050882658359293884,NA,NA,0.6218649517684885,0.6921711390473,0.5714285714285714,0.32,0.4270833333333333,0.7692307692307693,0.72,0.2592592592592593,0.6666666666666666,1,0.5,0.25,0.16666666666666666,0.3333333333333333,NA,0.5,0.5,0.25,NA,0.5,0.75,0.5,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.5,0.4,0.16666666666666666,NA,0.7583333750000001,0.5000000000000001,1,0.9010989010989011,0.9227941176470589,1,NA,1,NA,1,NA,0.9784411276948591,NA,0.13461538461538464,0.09062500000000002,0.004747359399556776,0.1350839682303318,0.1445936553921029,0.029664438394763664,0.19362687001051007,0.24202779986249864,0.47236225920702024,0.13484463246540468,0.3093429311195849,0.3277270540358346,0.10211267605633804,0.014668464375462324,0.18354430379746836,0.09045694914210144,0.24473919142966458,0.10606683702975095,0.053035434562663804,0.3383196957567463,0.4034794058136079,0.17915350203197,7011.58146903476,8.855318556443816,0.10834610633754686,0.3406209469630417,0.595369055952381,0.2583787736924215,0.19614175109751905,0.46988354756735456,NA,0.2135824494955262,0.367782358419523,0.21334942681474622
CMR,Cameroon,Lower middle income,Sub-Saharan Africa,0,0.375,0.2222222222222222,0.2592592592592593,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.16666666666666666,0.16666666666666666,0.47583751197508495,0.01,0.7010309278350516,NA,NA,NA,NA,NA,NA,NA,0.8333333206176757,0.75,0.25,0.01,0.01,0.44347824910097206,0.3333333333333333,0.01,0.01,0.01,0.4,0.4583333206176758,0.13157894736842105,0.1666666603088379,0.01,0.46322252542793346,0.28374624087068595,0.5288222698072805,0.3435942028985507,0.4968165049870201,0.6364298194525334,0.6742780986228343,0.21843483053182697,0.4262582730490996,0.33991100199478286,0.6277075667893137,0.2884609552691433,0.23960105602816076,0.3158654584549224,0.1878760529482551,0.01,0.2741298069615443,0.6159993910793119,0.4324723247232473,0.30592,0.1575294324371815,0.6192217533989686,0.4226029894276339,0.36397197060331565,0.22393822393822393,0.5813221406086043,0.0356192425793244,0.8144989339019191,0.08473205257836197,0.8417190775681341,0.17590861889927314,NA,NA,0.5504823151125401,0.2845638353640632,0.3622448979591837,0.35,0.3072916666666667,1,0.49,0.22222222222222224,1,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,1,0.5,0.5,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.01,0.16666666666666666,0.01,0.16666666666666666,0.5,0.5417500000000001,0.39473684210526316,0.5,0.46520146520146516,0.4227941176470588,0.7126292929553826,NA,0.7911668450421914,NA,0.5732129560725209,NA,NA,NA,0.2532051282051282,0.109375,0.1751562875831646,0.1439559129928916,0.2885816749192273,0.21425017794377707,0.22778858600992366,0.3247933226777984,0.6392240315441312,0.06468049132208836,0.3970194625162946,0.34391864227331814,0.30281690140845074,0.30072739005209503,0.42721518987341767,0.3887769579203299,0.40541394202582076,0.27807975760331766,0.28879656865617404,0.2665191657886476,0.23142044218456065,0.35627877422726867,4919.14166939977,8.500889336827813,0.1436659476316073,0.26260773945918225,0.41920468134622274,0.22560894182589092,0.2918827101019203,0.4141092283160339,0.39252815158853027,0.33075575425843867,0.43188808514565247,0.2945250555661962
CAN,Canada,High income,North America,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.6030881698178643,1,0.7594501718213059,NA,NA,0.627407380345817,0.216924483033931,0.7058823406696324,0.9124726433461242,0.8041808716267156,1,0.75,0.6666666412353516,1,1,0.36521738161256523,0.6888889058430989,0.9027777862548828,0.9166666412353516,0.8407738522252671,0.6,0.7916666412353516,0.9342105263157895,0.8166666412353516,1,0.8573865045894319,0.5841328941715594,0.7711063526052819,0.7698550724637679,0.6453340620303321,0.837245195107746,0.8451651118021619,0.7105263157894737,0.8109896875480992,0.7742826453889826,0.670964645656695,0.7878695981804396,0.7893810501613376,0.849976962064199,0.6922382671480145,0.01,0.6974084207326341,0.7455853250114173,0.7756918819188192,0.7556800000000001,0.6487436302934457,0.8610407876230661,0.7573459715639811,0.6405742608101179,0.7420147420147419,0.9244491080797482,0.9529170931422722,0.9113006396588487,0.9919110212335692,0.8425576519916143,0.858982346832814,NA,NA,NA,0.4735162056929317,0.8112244897959183,0.78,0.7552083333333334,1,0.86,0.9259259259259258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.958333375,0.986842105263158,1,1,1,NA,NA,NA,NA,NA,NA,0.966832504145937,1,0.8429487179487178,0.8312499999999999,0.951232202364689,0.95338347843698,0.6758357345021222,0.8461535526383376,0.8129415535529267,0.8649113017255713,0.9254617798956088,0.9116422941563724,0.8747102418262431,0.6977572033763951,0.8697183098591552,0.9522173199099746,0.7879746835443037,0.5330494526120042,0.46702607305814575,0.6903889023443871,0.7040567515518,0.8015541919409027,0.8063607576487918,0.5967202328064578,56691.9070100503,10.945386746019635,0.8841067402867661,NA,0.8743216606784819,NA,NA,NA,NA,NA,NA,0.7716921870790608
CYM,Cayman Islands,High income,Latin America & Caribbean,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9198675496688743,NA,0.9893580453363061,NA,0.9976249168305596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAF,Central African Republic,Low income,Sub-Saharan Africa,0,0.20833333333333331,0.2592592592592593,0.48148148148148145,0.5185185185185186,0.3333333333333333,0.2962962962962963,0.3333333333333333,0.3333333333333333,0.01,0.01,0.066574147093531,0.01,0.7216494845360825,NA,NA,NA,NA,NA,NA,NA,0.7111111450195312,0.4166666793823242,0.01,0.01,0.01,0.5043477994345544,0.01,0.01,0.01,0.01,0.8,0.2083333396911621,0.17543858979877672,0.08333333015441895,0.01,0.5317849168940709,0.4056422740942288,0.753633119200571,0.30811594202898546,0.38844104385845063,0.5396330809551543,0.5361765141418628,0.20022044640396805,0.5699861474526705,0.3337732085315329,0.39904015357542794,0.359090219863533,0.35418011146963924,0.4028567040393181,0.19584837545126355,0.25,0.13904088767289863,0.2670117217232455,0.48620848708487086,0.15444000000000002,0.10683535406782639,0.6386935458665416,0.6522056142909224,0.4776961203213126,0.23411723411723412,0.5301154249737671,0.25322415557830086,0.6119402985074627,0.1290192113245703,0.39748427672955977,0.4095534787123572,NA,NA,0.3498392282958199,NA,0.19387755102040816,0.13,0.05208333333333333,0.7692307692307693,0.22,0.33333333333333326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1998335,0.25,0.75,0.8058608058608058,0.8272058823529411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111.65331166746,7.013603656116912,NA,0.1992227635508813,0.1831588768707483,0.19097445876965757,NA,NA,NA,NA,NA,NA
CEB,Central Europe and the Baltics,NA,NA,1,0.8333333333333334,0.7037037037037037,0.8888888888888888,0.9629629629629629,0.7777777777777778,0.7777777777777778,0.9629629629629629,0.8518518518518517,0.8333333333333334,1,0.727627050357736,0.67,0.7663230240549829,NA,NA,0.6233333274627382,0.6972454766336097,0.6928104609251012,0.7865679066584309,0.5882877167722724,1,1,0.7916666412353516,0.875,1,0.5739130282483168,0.3333333333333333,0.8611111450195312,0.6666666412353516,0.8779761770448715,1,0.7916666412353516,0.7763157894736842,0.25,1,0.7291925080625153,0.45258484891880285,0.7158315488936474,0.7673043478260868,0.7591747506489958,0.8127256843331391,0.7882422626980601,0.6352438688343897,0.7444051100507927,0.7707841031149302,0.6770116781314989,0.5302501895375284,0.7548547961278969,0.7043772078021809,0.5809566787003609,0.01,0.7326341389268886,0.8253539351499466,0.8695571955719558,0.73072,0.8053944825162536,0.7239568682606657,0.7601531170251549,0.6686378396855239,0.6239031239031239,0.7857292759706191,0.8235414534288639,0.9479744136460555,0.8266936299292215,0.9490566037735849,0.8677050882658359,NA,NA,NA,0.40095314510785257,0.7346938775510204,0.67,0.8020833333333334,1,0.91,0.6296296296296297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9253333750000001,1,1,1,1,0.9766013569610796,NA,0.975999984741211,NA,0.9785853942119743,0.01,0.9809286898839137,1,0.6121794871794871,0.61875,0.760600116296177,0.6902688270184022,0.6422725356548286,0.6900904761555339,0.7256848940669016,0.6912537372560188,0.799624687920354,0.7234085820495348,0.7358705748140734,0.6723406337840799,0.619718309859155,0.6892767020087822,0.6666666666666667,0.673221205581875,0.47102644373469466,0.5661304513303643,0.6764317774314141,0.5709321751113877,0.5940507421642275,0.6296862778752399,NA,NA,0.7078436928134457,0.7894364206349453,0.8744221171768708,0.6997930357914942,0.6645982247046714,0.7603867752221976,NA,0.7257273480729389,0.7639350561568927,0.6840517778373001
TCD,Chad,Low income,Sub-Saharan Africa,0,0.25,0.1111111111111111,0.14814814814814817,0.14814814814814817,0.03703703703703703,0.01,0.3333333333333333,0.18518518518518517,0.16666666666666666,0.01,0.06804429264875717,0.01,0.7010309278350516,NA,NA,NA,NA,NA,NA,NA,0.1666666603088379,1,0.5,0.5,0.5,0.8869564982019441,0.13333333333333333,0.625,0.4166666793823242,0.39434523061931526,0.4,0.5833333206176757,0.9868421052631579,0.8166666412353516,1,0.5326531877945918,0.2954317628526421,0.4438258386866524,0.25753623188405794,0.35892881541194155,0.46094933022714035,0.5651118021620021,0.03403141361256543,0.45713406187471145,0.25717354611017335,0.3537034074548072,0.34935557240333587,0.2684951598709299,0.2591614191368453,0.10583634175691935,0.6,0.1024471804225566,0.31450753539351495,0.4300738007380074,0.27680000000000005,0.2899314707432789,0.4195343022347242,0.30404666423623766,0.16079302683302005,0.31344331344331344,0.45603357817418677,0.012896622313203628,0.5759061833688699,0.020222446916076862,0.8092243186582809,0.09802699896157842,NA,NA,0.37877813504823143,NA,0.25,0.15,0.17187500000000003,0.6153846153846154,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3005835,0.2631578947368421,0.5,0.5604395604395604,0.5955882352941176,0.8153726787962016,NA,0.5524281638687311,NA,0.5290754353730395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2605.77164183974,7.865484126001709,NA,0.5724881543101212,0.20312327894736842,0.20506346178205379,NA,NA,NA,NA,NA,NA
CHI,Channel Islands,High income,Europe & Central Asia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHL,Chile,High income,Latin America & Caribbean,0,0.9583333333333333,0.8518518518518517,1,0.9629629629629629,1,0.9629629629629629,0.8888888888888888,0.8518518518518517,0.9666666666666667,1,0.6852066353130234,1,0.8109965635738832,NA,NA,0.6599999954378454,0.46952949219811113,0.6805555522441875,0.8862144438624945,0.8622013663557992,0.8888888931274415,0.75,0.6666666412353516,0.5,1,0.33913042578309627,0.8888888549804688,0.7708333206176757,0.8333333587646484,0.5803571314531928,0.8,0.7708333206176757,0.7938596625077097,0.75,1,0.6427065244356238,0.49242445940140345,0.8742897930049964,0.6984927536231883,0.6837546112856948,0.9263249854397204,0.9373611728120835,0.6450812896114633,0.7539171925504079,0.7881233696486113,0.8182370820668693,0.6838514025777103,0.7415371076562042,0.8940562125633543,0.6556859205776173,0.75,0.4833561331509348,0.7093164865276297,0.9595940959409596,0.7752000000000001,0.5343524863820067,0.7018284106891701,0.7174990885891359,0.5965475987010768,0.7413127413127413,0.876810073452256,0.9588536335721597,0.9281449893390192,0.9140546006066734,0.9566037735849058,0.9931464174454828,0.3480234537544921,0.6940163191296463,NA,0.5796120491440229,0.7959183673469388,0.68,0.8072916666666666,1,0.83,0.5555555555555555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7375,0.9473684210526315,0.75,0.6556776556776557,0.7683823529411765,NA,NA,NA,NA,NA,NA,NA,NA,0.6987179487179487,0.6625,0.8213956942391358,0.695405418118089,0.7648454356963306,0.7378545483897005,0.6271969905906264,0.7261371710816904,0.8653150330590967,0.8399197959341934,0.7197823860666404,0.6814567080559534,0.630281690140845,0.7116406016378737,0.7879746835443037,0.7227492795500002,0.40299605743284467,0.5191277871417062,0.6216662174356329,0.34414584947513266,0.6394277678481289,0.5799166484987794,30182.7871224714,10.315027078040329,0.7805469512788649,0.7681953089012871,0.8236156910132474,0.7095596738316127,0.6900736486132591,0.7268236595523696,NA,0.8385884453481833,0.809960063845275,0.7126624075034287
CHN,China,Upper middle income,East Asia & Pacific,0,0.625,0.5555555555555556,0.01,0.1111111111111111,0.01,0.1111111111111111,0.6666666666666666,0.7407407407407408,0.16666666666666666,0.01,0.227444204974539,0.01,0.16838487972508592,NA,NA,0.01,0.4253236141640178,0.6805555522441875,0.01,0.5370449171651345,0.8888888549804688,0.75,1,1,1,0.6347825785818991,0.5777777608235677,0.75,0.7916666412353516,0.5729166622317972,0.7,0.5833333206176757,0.8114035355417352,0.4666666793823242,0.5,0.10140163731084097,0.6050408134039811,0.11540328336902216,0.3906376811594202,0.45585462494876355,0.23890506697728595,0.2597067969791203,0.3683934968310829,0.10611051254425119,0.23747122909314103,0.4339785634298512,0.5703108415466263,0.16060428278087419,0.13008754415604362,0.5348375451263538,0.25,0.5440036479708162,0.6832470695691886,0.6011992619926199,0.34612000000000004,0.49876998769987696,0.4161587748085638,0.502916514764856,0.12261151939839345,0.5276939276939276,0.259601259181532,0.46284544524053217,0.6108742004264393,0.509201213346815,0.43333333333333335,0.09387331256490136,NA,NA,NA,0.7450201637319472,0.6479591836734694,0.63,0.7135416666666666,0.9230769230769231,0.84,0.6666666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6745,0.5131578947368421,0.75,0.7142857142857142,1,NA,NA,NA,NA,NA,NA,NA,NA,0.1858974358974359,0.4625,0.46060712208996846,0.4439072431753194,0.4915347219724474,0.320881427072403,0.4463924108817778,0.05779546750199037,0.16435883642057536,0.1357714093377266,0.023937464945990996,0.1291654546732857,0.41901408450704225,0.4894611070598543,0.2879746835443038,0.6630411556460756,0.7683590406083499,0.5065252850780722,0.49771712507763877,0.5587052997758223,0.5452395273013204,0.36346033717876,23845.6197217259,10.079355819982602,0.49176906215471106,0.7282772520871762,0.6778317490153957,0.4593065935560886,0.40744871016970163,0.613450152484276,NA,0.22123317578605897,0.2510787573920679,0.42275351943894174
COL,Colombia,Upper middle income,Latin America & Caribbean,0,0.5,0.4444444444444444,0.6666666666666666,0.6296296296296297,0.6296296296296297,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.7333333333333334,0.5703963309598724,0.67,0.8075601374570447,NA,NA,0.8229629640962605,0.3937479951702998,0.42361110448837247,0.47264770339333034,0.8380261618397544,0.5833333206176757,0.875,0.5,0.375,0.5,0.15652173497681368,0.6666666666666666,0.1944444465637207,0.75,0.30133929084606326,0.8,0.5833333206176757,0.5942982322291324,0.42500000953674316,1,0.44350037211610016,0.3756265215523414,0.7116345467523199,0.5169855072463767,0.5522065855991255,0.6100757134536982,0.67318228935288,0.5421328189583907,0.7484069570571033,0.7346324996163879,0.5896016637338026,0.6328733889310083,0.7953945438545028,0.7012440485332515,0.3449157641395909,0.75,0.32922936616507065,0.40226822956309943,0.6905442804428045,0.5730000000000001,0.3486206290634335,0.5962806688545085,0.5488151658767773,0.5272602973850624,0.5870480870480871,0.7618048268625394,0.6912998976458546,0.8196162046908315,0.6612740141557127,0.8119496855345912,0.8120456905503634,0.5982598827312274,0.01,NA,0.38007500499359814,0.8673469387755103,0.93,0.7552083333333334,1,0.88,0.37037037037037035,1,0.5,0.16666666666666666,NA,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,1,0.6666666666666666,1,0.75,NA,1,0.16666666666666666,0.16666666666666666,0.3333333333333333,1,0.5,0.5,0.4,0.16666666666666666,0.5,0.899833375,0.7368421052631579,0.75,0.8095238095238095,1,0.9388900822182632,NA,0.981033401489258,NA,0.9775041518820536,NA,NA,NA,0.4455128205128206,0.28125000000000006,0.48019251921338957,0.6919705037021475,0.6099990832506502,0.644880575877428,0.33952508379485724,0.5119549943567366,0.6785608806676486,0.4912727961206377,0.5434168557001191,0.3418069477204645,0.46830985915492956,0.5375100334184971,0.620253164556962,0.5150051880100179,0.16443679643710105,0.3204705085684065,0.5625286628931259,0.13943791516798285,0.2825988474023896,0.2715155499660874,18503.6706011465,9.825724402258366,0.5032499418719311,0.5503085638784057,0.8278461504744004,0.49904919590287117,0.4776602273958906,0.574561931120026,NA,0.6529160477499993,0.6356229508524132,0.6894492987580196
COM,Comoros,Lower middle income,Sub-Saharan Africa,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3666666666666667,0.020948815882997268,0.01,0.5670103092783506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63182212850409325,0.2858943147644279,0.6665239114917916,0.33495652173913043,0.30280092908867334,0.4133080955154339,0.41528209684584627,0.33094516395701296,0.5537940587963676,0.4481816786865122,0.46571748520236766,0.22398786959818046,0.43341155764153716,0.47181692520350177,0.32948255114320096,0.01,0.3073415412676699,0.44519713807276606,0.4544280442804428,0.4368,0.41644702161307323,0.5232692608220034,0.7254465913233686,0.6482652538027688,0.44524394524394517,0.5571878279118573,0.11115660184237465,0.5618336886993603,0.2408493427704752,0.6844863731656186,0.07289719626168226,NA,NA,0.01,NA,0.3010204081632653,0.2,0.1875,0.46153846153846156,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4755,0.34210526315789475,0.75,0.6739926739926738,0.4411764705882352,NA,NA,0.5676651795198641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3567.51386511576,8.17962423585101,NA,NA,0.289225134264232,NA,NA,NA,NA,NA,NA,NA
COD,"Congo, Dem. Rep.",Low income,Sub-Saharan Africa,0,0.125,0.1111111111111111,0.3333333333333333,0.2962962962962963,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2592592592592593,0.16666666666666666,0.01,0.4793553541363117,0.01,0.7869415807560137,NA,NA,NA,NA,NA,NA,NA,0.7222222137451172,0.08333333015441895,0.2083333396911621,0.125,0.01,0.5347825945041134,0.01,0.01,0.01,0.01,0.8,0.5833333206176757,0.25,0.3833333206176758,0.01,0.4350347308360207,0.5004725762566232,0.5965453247680228,0.29281159420289854,0.2981828118595437,0.6151135701805474,0.6338220050347994,0.33618076605125385,0.630937355702632,0.36793002915451894,0.5452887537993921,0.37428354814253223,0.44869463185684955,0.3995085240362463,0.12090854392298434,0.25,0.22746618027055782,0.44177195920231394,0.5104243542435425,0.23444000000000004,0.1568265682656827,0.5860290670417253,0.3994896099161502,0.5607588446419416,0.3024219024219025,0.47681007345225607,0.08986693961105424,0.6040511727078891,0.10778564206268962,0.2287211740041929,0.24548286604361375,NA,NA,0.4790996784565915,0.2695754189389908,0.30612244897959184,0.33,0.22395833333333334,0.6153846153846154,0.25,0.2962962962962962,0.3333333333333333,0.3333333333333333,0.01,0.01,0.01,0.01,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.01,0.01,0.01,0.01,0.01,0.3333333333333333,0.01,0.01,0.5,0.01,0.01,0.01,0.4,0.01,0.01,0.292,0.31578947368421056,1,0.6556776556776557,0.6139705882352942,0.9232318190517804,NA,1,NA,NA,NA,NA,NA,0.2884615384615385,0.003125000000000003,0.03319928914545664,0.09198790492886091,0.2922041064315719,0.2804602323175251,0.24643390455461386,0.35807941391266085,0.7009088393833199,0.181022605963909,0.44606578465728997,0.3762174502232595,0.22535211267605632,0.17021792847287437,0.24050632911392406,0.15847012418498188,0.4074992269925929,0.20407437979764034,0.1908778755669099,0.17633815319164273,0.3666028230536585,0.4535687964054649,1504.14374011806,7.315979071830091,0.09838081081392051,0.2422086324581352,0.27757405119942713,0.22819606956999003,0.25953900724800394,0.3736945373562931,0.18816334147285677,0.3499828654368414,0.4728102883937656,0.29480151956285394
